open	high	low	close	volume	macd	signal	position	pct change	strategy_returns	cumulative_returns
2639.38	2640.18	2639.38	2640.17	19.2596	0.4944486149011027	1	0.0	0.00029931271738048437	0.0	0.3424000338923472
2640.17	2640.66	2640.17	2640.66	12.1113	0.5616712485239077	1	0.0	0.0001855941094701663	0.0	0.3424000338923472
2640.66	2640.79	2640.65	2640.66	22.6598	0.5962362111099537	1	0.0	0.0	0.0	0.3424000338923472
2640.66	2640.66	2639.54	2639.74	158.7846	0.40483978129668685	1	0.0	-0.000348397749047602	-0.0	0.3424000338923472
2639.74	2640.37	2639.73	2640.13	59.0832	0.35575295434728105	1	0.0	0.00014774182305843375	0.0	0.3424000338923472
2640.12	2640.32	2639.81	2640.1	144.0701	0.309759398010101	1	0.0	-1.1363076818260431e-05	-0.0	0.3424000338923472
2640.11	2640.11	2639.35	2640.09	139.9594	0.27110454427293007	1	0.0	-3.78773531295451e-06	-0.0	0.3424000338923472
2640.1	2640.47	2640.1	2640.47	42.7427	0.3243332448764704	1	0.0	0.00014393448708172052	0.0	0.3424000338923472
2640.49	2641.8	2640.49	2641.8	87.1406	0.6481158651899932	1	0.0	0.0005036982052439853	0.0	0.3424000338923472
2641.8	2642.78	2641.79	2642.7	54.5873	1.0515998121236407	1	0.0	0.0003406768112648173	0.0	0.3424000338923472
2642.71	2643.49	2642.7	2643.1	79.8508	1.3903038354278578	1	0.0	0.00015136035115603796	0.0	0.3424000338923472
2643.11	2643.35	2643.1	2643.1	31.1914	1.5909990798395484	1	0.0	0.0	0.0	0.3424000338923472
2643.11	2643.47	2643.1	2643.39	18.7219	1.7599244905322848	1	0.0	0.00010971964738382134	0.0	0.3424000338923472
2643.39	2643.69	2643.39	2643.69	22.8908	1.9067193596029028	1	0.0	0.00011349063134846737	0.0	0.3424000338923472
2643.69	2643.7	2643.0	2643.0	28.5077	1.8170344682521318	1	0.0	-0.0002609988311791378	-0.0	0.3424000338923472
2643.0	2643.0	2642.01	2642.64	88.0169	1.6439817165519344	1	0.0	-0.0001362088535755701	-0.0	0.3424000338923472
2642.65	2643.24	2642.64	2642.89	50.036	1.5533431181061133	1	0.0	9.460236732961036e-05	0.0	0.3424000338923472
2642.9	2643.22	2642.89	2643.08	62.1	1.5061727529118798	1	0.0	7.189099811188981e-05	0.0	0.3424000338923472
2643.08	2643.68	2643.07	2643.68	34.7206	1.5796087254243503	1	0.0	0.00022700788474039335	0.0	0.3424000338923472
2643.68	2644.8	2643.67	2644.65	105.7452	1.8141238457592408	1	0.0	0.00036691278823464124	0.0	0.3424000338923472
2644.65	2645.0	2644.4	2644.5	56.358	1.9042077032040652	1	0.0	-5.671828030173742e-05	-0.0	0.3424000338923472
2644.5	2645.0	2644.07	2644.76	127.0925	1.986812903741793	1	0.0	9.831726224240889e-05	0.0	0.3424000338923472
2644.77	2646.1	2644.77	2645.11	193.4035	2.0828060026492494	1	0.0	0.00013233714968463595	0.0	0.3424000338923472
2645.11	2646.4	2645.0	2646.39	126.9482	2.3916897599351614	1	0.0	0.00048391182219265083	0.0	0.3424000338923472
2646.39	2647.42	2646.06	2647.42	157.5517	2.781834394804264	1	0.0	0.0003892094513660016	0.0	0.3424000338923472
2647.41	2648.4	2647.2	2647.48	292.9086	3.004523954605247	1	0.0	2.266357434788091e-05	0.0	0.3424000338923472
2647.49	2648.02	2647.11	2647.11	82.3438	3.01609948618443	1	0.0	-0.000139755541118336	-0.0	0.3424000338923472
2647.11	2647.4	2646.61	2647.39	90.2034	3.030173468369412	1	0.0	0.00010577573278025554	0.0	0.3424000338923472
2647.4	2648.95	2647.4	2648.45	186.2332	3.218192056127009	1	0.0	0.0004003943506623031	0.0	0.3424000338923472
2648.46	2649.35	2648.45	2649.0	121.4474	3.40616406995332	1	0.0	0.0002076686363723379	0.0	0.3424000338923472
2649.0	2649.0	2648.08	2648.89	168.1389	3.4446492576262244	1	0.0	-4.152510381283392e-05	-0.0	0.3424000338923472
2648.89	2649.95	2648.88	2649.95	52.31	3.6413393736725084	1	0.0	0.00040016761737926565	0.0	0.3424000338923472
2649.96	2650.49	2649.95	2650.49	169.3296	3.825093794557688	1	0.0	0.0002037774297627415	0.0	0.3424000338923472
2650.48	2653.0	2650.43	2652.77	456.2361	4.381702162530473	1	0.0	0.0008602182992578644	0.0	0.3424000338923472
2652.77	2656.15	2652.77	2656.0	452.6805	5.387330755645053	1	0.0	0.0012175951929491724	0.0	0.3424000338923472
2656.0	2660.27	2655.31	2659.49	509.4946	6.7319704928759165	1	0.0	0.0013140060240963702	0.0	0.3424000338923472
2659.49	2659.49	2657.49	2658.87	223.7581	7.369228004060005	1	0.0	-0.00023312740412628763	-0.0	0.3424000338923472
2658.87	2658.88	2655.58	2656.29	242.7924	7.088515686573373	1	0.0	-0.0009703370228706376	-0.0	0.3424000338923472
2656.29	2658.09	2655.31	2658.09	203.5387	7.168435738270091	1	0.0	0.0006776368544096911	0.0	0.3424000338923472
2658.08	2658.4	2656.52	2657.45	148.6352	6.948134653214311	1	0.0	-0.00024077439063396877	-0.0	0.3424000338923472
2657.45	2660.27	2657.44	2658.49	397.6137	6.902898727196316	1	0.0	0.00039135261246681097	0.0	0.3424000338923472
2658.5	2659.25	2658.49	2659.24	126.1625	6.911328201014385	1	0.0	0.00028211503522679315	0.0	0.3424000338923472
2659.25	2662.83	2659.25	2661.5	459.4928	7.2894708779713255	1	0.0	0.0008498668792589203	0.0	0.3424000338923472
2661.51	2663.49	2661.51	2662.3	419.8943	7.584737258831865	1	0.0	0.0003005823783581718	0.0	0.3424000338923472
2662.31	2662.79	2661.81	2662.61	162.5754	7.710795674451674	1	0.0	0.0001164406715996602	0.0	0.3424000338923472
2662.61	2662.63	2661.0	2661.01	128.5824	7.298976723147916	1	0.0	-0.0006009141406364549	-0.0	0.3424000338923472
2661.01	2661.5	2659.46	2661.5	303.5805	6.997641908255446	1	0.0	0.00018414060826521528	0.0	0.3424000338923472
2661.49	2661.62	2658.51	2658.51	199.8036	6.00591787234589	1	0.0	-0.0011234266391132453	-0.0	0.3424000338923472
2658.51	2660.27	2658.01	2659.6	167.2555	5.473642956694675	1	0.0	0.00041000410004099486	0.0	0.3424000338923472
2659.6	2660.04	2659.01	2659.39	74.3661	4.970627129061995	1	0.0	-7.895924199130544e-05	-0.0	0.3424000338923472
2659.39	2659.4	2658.04	2658.05	85.7927	4.2464805690483445	1	0.0	-0.0005038749487663585	-0.0	0.3424000338923472
2658.04	2658.05	2657.2	2657.49	78.205	3.5604567281347954	1	0.0	-0.00021068076221308907	-0.0	0.3424000338923472
2657.5	2658.0	2655.86	2655.87	95.3125	2.6780821482038846	1	0.0	-0.0006095977783546758	-0.0	0.3424000338923472
2655.86	2655.87	2655.11	2655.35	70.7136	1.9240884031219139	1	0.0	-0.00019579271575786983	-0.0	0.3424000338923472
2655.35	2655.72	2655.24	2655.51	41.7995	1.4201923356131374	1	0.0	6.025571017009845e-05	0.0	0.3424000338923472
2655.5	2655.69	2655.35	2655.69	126.7837	1.0971245976811588	1	0.0	6.778358959280695e-05	0.0	0.3424000338923472
2655.68	2655.84	2655.61	2655.62	23.3663	0.8455424760641108	1	0.0	-2.635849816812197e-05	-0.0	0.3424000338923472
2655.62	2655.62	2655.57	2655.57	16.7794	0.6507886625217907	1	0.0	-1.8827994969106143e-05	-0.0	0.3424000338923472
2655.58	2655.58	2654.2	2654.21	119.9172	0.20782802835674374	1	0.0	-0.0005121311055630295	-0.0	0.3424000338923472
2654.21	2654.26	2654.0	2654.25	53.9908	-0.08314249729892254	-1	-2.0	1.5070397594740825e-05	-0.0009042238556844495	0.34149581003666274
2654.25	2655.37	2654.25	2654.78	84.7586	-0.15880220343251494	-1	0.0	0.00019967975887724698	0.0	0.34149581003666274
2654.79	2655.38	2653.31	2653.56	107.7153	-0.47629274986366	-1	0.0	-0.00045954843715878546	-0.0	0.34149581003666274
2653.56	2653.97	2653.22	2653.96	53.0808	-0.591181958310699	-1	0.0	0.0001507408914815933	0.0	0.34149581003666274
2653.97	2653.97	2652.39	2652.39	58.1327	-1.0043349877651053	-1	0.0	-0.0005915688254533036	-0.0	0.34149581003666274
2652.39	2653.4	2652.3	2652.45	46.8172	-1.2486200076723435	-1	0.0	2.2621107755638192e-05	0.0	0.34149581003666274
2652.44	2652.95	2650.16	2650.28	289.0305	-1.8688358964091094	-1	0.0	-0.0008181115572394315	-0.0	0.34149581003666274
2650.28	2650.41	2650.0	2650.41	30.8667	-2.2200615198253217	-1	0.0	4.905142098188264e-05	0.0	0.34149581003666274
2650.4	2650.8	2650.4	2650.8	48.5971	-2.3275613784244342	-1	0.0	0.00014714704517415633	0.0	0.34149581003666274
2650.79	2650.8	2650.67	2650.68	89.6773	-2.383032502770675	-1	0.0	-4.52693526483694e-05	-0.0	0.34149581003666274
2650.68	2651.18	2650.68	2650.99	125.8095	-2.3076001664535397	-1	0.0	0.0001169511219762942	0.0	0.34149581003666274
2651.0	2651.0	2650.99	2650.99	12.6151	-2.2146596621596473	-1	0.0	0.0	0.0	0.34149581003666274
2650.99	2651.0	2650.9	2650.91	23.2575	-2.1294291931676526	-1	0.0	-3.0177405422104897e-05	-0.0	0.34149581003666274
2650.9	2650.91	2650.02	2650.02	36.0693	-2.23009216654782	-1	0.0	-0.0003357337668951077	-0.0	0.34149581003666274
2650.03	2650.03	2649.51	2649.51	46.8824	-2.369058813893389	-1	0.0	-0.0001924513777253889	-0.0	0.34149581003666274
2649.52	2649.9	2649.51	2649.89	21.8263	-2.3341921254577755	-1	0.0	0.00014342274609258077	0.0	0.34149581003666274
2649.89	2649.9	2646.51	2646.8	459.5778	-2.9513698290297725	-1	0.0	-0.0011660861394245936	-0.0	0.34149581003666274
2646.8	2647.04	2646.8	2647.04	22.9048	-3.2562789889461783	-1	0.0	9.067553271857598e-05	0.0	0.34149581003666274
2647.04	2647.98	2647.03	2647.49	172.5555	-3.3004573863290716	-1	0.0	0.0001700012088974301	0.0	0.34149581003666274
2647.49	2648.7	2647.07	2648.52	92.1623	-3.041305488058242	-1	0.0	0.000389047739557169	0.0	0.34149581003666274
2648.53	2648.6	2648.24	2648.59	77.2	-2.7965946714612073	-1	0.0	2.6429855164433746e-05	0.0	0.34149581003666274
2648.6	2648.6	2648.3	2648.31	21.7556	-2.643463578869614	-1	0.0	-0.00010571662658254155	-0.0	0.34149581003666274
2648.32	2648.84	2648.31	2648.84	49.6632	-2.3751784971127563	-1	0.0	0.0002001276285632514	0.0	0.34149581003666274
2648.84	2648.84	2647.21	2647.21	127.0301	-2.512680566960171	-1	0.0	-0.0006153637063771589	-0.0	0.34149581003666274
2647.22	2647.71	2647.22	2647.56	51.517	-2.4808237829051905	-1	0.0	0.00013221467129542752	0.0	0.34149581003666274
2647.56	2647.59	2647.0	2647.01	56.1827	-2.5354665072386524	-1	0.0	-0.00020773844596522206	-0.0	0.34149581003666274
2647.0	2647.01	2646.71	2646.71	55.0238	-2.591601663918027	-1	0.0	-0.00011333542374236671	-0.0	0.34149581003666274
2646.72	2646.72	2645.74	2646.41	131.2515	-2.6476993185851825	-1	0.0	-0.00011334827011655335	-0.0	0.34149581003666274
2646.41	2647.81	2646.41	2646.75	121.8178	-2.5611710358771234	-1	0.0	0.00012847593532372414	0.0	0.34149581003666274
2646.75	2648.0	2646.74	2647.99	40.4369	-2.181856357830384	-1	0.0	0.00046849910267310335	0.0	0.34149581003666274
2648.0	2649.0	2647.99	2648.61	69.5518	-1.7510358336458012	-1	0.0	0.00023413985702380735	0.0	0.34149581003666274
2648.62	2648.62	2647.83	2647.84	58.3077	-1.6012057905982147	-1	0.0	-0.00029071852783157937	-0.0	0.34149581003666274
2647.84	2649.15	2647.84	2648.77	78.7045	-1.265859341730902	-1	0.0	0.0003512296815517679	0.0	0.34149581003666274
2648.76	2648.98	2647.72	2648.0	55.9696	-1.1887686852664956	-1	0.0	-0.00029070096686389935	-0.0	0.34149581003666274
2648.01	2648.97	2648.0	2648.97	34.0391	-0.9007814966566912	-1	0.0	0.00036631419939570087	0.0	0.34149581003666274
2648.97	2649.99	2648.96	2649.99	111.6026	-0.46612127391472313	-1	0.0	0.00038505532338994897	0.0	0.34149581003666274
2649.98	2650.0	2649.65	2649.8	59.5501	-0.209115663807097	-1	0.0	-7.169838376730464e-05	-0.0	0.34149581003666274
2649.8	2650.47	2649.8	2650.23	25.538	0.06158606946837608	1	2.0	0.0001622763982187525	0.00973658389312515	0.3512323939297879
2650.24	2650.4	2650.23	2650.4	25.3492	0.27893817567610313	1	0.0	6.414537606169723e-05	0.0	0.3512323939297879
2650.39	2650.4	2649.8	2649.81	90.6153	0.2885248240513647	1	0.0	-0.0002226079082403576	-0.0	0.3512323939297879
2649.8	2650.34	2649.8	2650.14	98.7187	0.3626076107711924	1	0.0	0.00012453723097127778	0.0	0.3512323939297879
2650.14	2650.5	2650.13	2650.5	113.0519	0.4850572588416071	1	0.0	0.00013584188005166808	0.0	0.3512323939297879
2650.5	2650.97	2650.3	2650.32	97.9671	0.518121636421256	1	0.0	-6.791171477071867e-05	-0.0	0.3512323939297879
2650.31	2650.32	2649.63	2650.19	46.9276	0.5019089553306912	1	0.0	-4.905068067251328e-05	-0.0	0.3512323939297879
2650.2	2650.28	2648.54	2648.54	44.652	0.11684686049466109	1	0.0	-0.0006225968704131057	-0.0	0.3512323939297879
2648.55	2648.55	2646.94	2646.94	94.2087	-0.4965236058337723	-1	-2.0	-0.0006041064133446294	0.03624638480067777	0.38747877873046566
2646.95	2647.06	2646.42	2646.73	21.842	-0.943678551429457	-1	0.0	-7.933689467842786e-05	-0.0	0.38747877873046566
2646.73	2647.6	2646.72	2647.6	68.4696	-1.0326313297969136	-1	0.0	0.00032870749944269306	0.0	0.38747877873046566
2647.6	2648.79	2647.01	2647.02	70.8853	-1.2013300742396495	-1	0.0	-0.0002190663242180868	-0.0	0.38747877873046566
2647.01	2647.79	2646.84	2647.04	86.4835	-1.2874867454252126	-1	0.0	7.555666371894532e-06	0.0	0.38747877873046566
2647.04	2647.04	2645.47	2645.47	121.7942	-1.6686055027535076	-1	0.0	-0.0005931153288202262	-0.0	0.38747877873046566
2645.48	2645.58	2644.33	2644.33	141.3175	-2.1446783036822126	-1	0.0	-0.00043092531761834696	-0.0	0.38747877873046566
2644.33	2645.17	2644.33	2645.17	44.5871	-2.2374517733592256	-1	0.0	0.000317660806329112	0.0	0.38747877873046566
2645.16	2645.17	2644.93	2644.93	49.7995	-2.311287469256513	-1	0.0	-9.073140856741269e-05	-0.0	0.38747877873046566
2644.93	2645.22	2644.93	2644.97	29.5513	-2.30917238182883	-1	0.0	1.5123273583883545e-05	0.0	0.38747877873046566
2644.97	2645.01	2644.0	2644.91	335.4188	-2.278465574434904	-1	0.0	-2.2684567310804482e-05	-0.0	0.38747877873046566
2644.92	2644.92	2642.45	2642.94	199.8367	-2.6517082040672904	-1	0.0	-0.0007448268561122129	-0.0	0.38747877873046566
2642.94	2643.5	2642.93	2643.49	47.1423	-2.7305715611200867	-1	0.0	0.0002081015838422129	0.0	0.38747877873046566
2643.49	2643.5	2643.1	2643.21	94.9745	-2.7948706418951588	-1	0.0	-0.00010592058226044365	-0.0	0.38747877873046566
2643.21	2643.21	2642.85	2642.86	49.8981	-2.8637364674473247	-1	0.0	-0.00013241475327341323	-0.0	0.38747877873046566
2642.85	2643.17	2642.7	2642.82	137.2007	-2.8658129597761217	-1	0.0	-1.5135118772824363e-05	-0.0	0.38747877873046566
2642.83	2643.59	2642.82	2643.16	124.1296	-2.739167059078227	-1	0.0	0.00012865045670906738	0.0	0.38747877873046566
2643.17	2643.17	2642.66	2642.67	50.5499	-2.7124374561403783	-1	0.0	-0.0001853841613824736	-0.0	0.38747877873046566
2642.67	2642.67	2641.85	2641.86	53.8667	-2.8237483213451924	-1	0.0	-0.00030650819057997936	-0.0	0.38747877873046566
2641.86	2645.23	2641.85	2645.23	137.7262	-2.1006381009269717	-1	0.0	0.001275616421763326	0.0	0.38747877873046566
2645.23	2645.79	2645.23	2645.79	107.775	-1.454861444870403	-1	0.0	0.00021170181798924048	0.0	0.38747877873046566
2645.79	2645.79	2645.0	2645.39	61.8262	-1.0850132379227944	-1	0.0	-0.00015118357843979524	-0.0	0.38747877873046566
2645.4	2645.86	2644.28	2644.28	93.93	-1.063409353318093	-1	0.0	-0.00041959786647705055	-0.0	0.38747877873046566
2644.23	2644.23	2642.11	2642.4	133.0231	-1.4452240967243597	-1	0.0	-0.000710968581239535	-0.0	0.38747877873046566
2642.4	2642.94	2642.4	2642.62	75.665	-1.625050093991831	-1	0.0	8.325764456551532e-05	0.0	0.38747877873046566
2642.62	2642.75	2641.99	2641.99	55.6214	-1.854610320847769	-1	0.0	-0.00023839976992534595	-0.0	0.38747877873046566
2642.0	2642.0	2641.76	2641.86	22.5681	-2.0025724941692715	-1	0.0	-4.920533385810444e-05	-0.0	0.38747877873046566
2641.86	2641.99	2641.85	2641.96	13.9317	-2.0424076331319156	-1	0.0	3.7852119340042734e-05	0.0	0.38747877873046566
2641.97	2642.48	2641.96	2642.48	51.7254	-1.9163544746852494	-1	0.0	0.00019682357037953402	0.0	0.38747877873046566
2642.47	2643.27	2642.47	2643.27	65.7102	-1.6220543554527467	-1	0.0	0.00029896158154452124	0.0	0.38747877873046566
2643.28	2643.49	2643.13	2643.3	70.7447	-1.3888666378929884	-1	0.0	1.1349578363128998e-05	0.0	0.38747877873046566
2643.31	2644.23	2643.3	2644.22	21.5521	-1.0039464277647312	-1	0.0	0.00034804978625180283	0.0	0.38747877873046566
2644.23	2644.38	2643.92	2644.01	55.1484	-0.774687367028946	-1	0.0	-7.941850526793637e-05	-0.0	0.38747877873046566
2644.0	2644.01	2643.13	2643.14	72.1086	-0.7996582735972879	-1	0.0	-0.00032904565413915954	-0.0	0.38747877873046566
2643.14	2643.8	2643.13	2643.79	20.3507	-0.6578248558921587	-1	0.0	0.00024591962589948224	0.0	0.38747877873046566
2643.8	2643.8	2643.17	2643.17	54.393	-0.6880684273633051	-1	0.0	-0.00023451181826084078	-0.0	0.38747877873046566
2643.17	2643.18	2643.0	2643.01	32.9984	-0.7309856815281819	-1	0.0	-6.053337469780207e-05	-0.0	0.38747877873046566
2643.01	2643.01	2642.99	2642.99	36.1291	-0.7506126821172074	-1	0.0	-7.567129901353553e-06	-0.0	0.38747877873046566
2642.99	2643.0	2642.81	2642.81	30.6442	-0.7897069879095397	-1	0.0	-6.810468446716289e-05	-0.0	0.38747877873046566
2642.82	2642.82	2641.2	2641.2	127.3876	-1.157402132556399	-1	0.0	-0.0006092000560010691	-0.0	0.38747877873046566
2641.21	2641.21	2640.55	2640.56	90.1765	-1.5233292636326041	-1	0.0	-0.000242314099651586	-0.0	0.38747877873046566
2640.56	2641.18	2640.55	2640.83	98.709	-1.6800394799993228	-1	0.0	0.00010225103765870713	0.0	0.38747877873046566
2640.83	2640.84	2640.73	2640.74	47.3624	-1.773693044299307	-1	0.0	-3.4080194484364945e-05	-0.0	0.38747877873046566
2640.73	2641.8	2640.73	2641.63	174.6508	-1.6067114528077582	-1	0.0	0.00033702674250402076	0.0	0.38747877873046566
2641.63	2642.13	2641.63	2641.83	62.3093	-1.4212774593634094	-1	0.0	7.571083005553092e-05	0.0	0.38747877873046566
2641.84	2643.49	2641.83	2643.2	57.7627	-0.9681298147233974	-1	0.0	0.0005185799237650279	0.0	0.38747877873046566
2643.2	2644.05	2643.2	2644.04	34.6907	-0.4616831431490027	-1	0.0	0.00031779661016950733	0.0	0.38747877873046566
2644.05	2644.92	2644.04	2644.91	28.5823	0.0776786077772158	1	2.0	0.00032904192069715954	0.019742515241829572	0.40722129397229523
2644.92	2645.69	2644.92	2645.0	90.4057	0.4565575914321016	1	0.0	3.4027622868082474e-05	0.0	0.40722129397229523
2645.0	2645.79	2645.0	2645.79	52.5495	0.8760563115442892	1	0.0	0.00029867674858219395	0.0	0.40722129397229523
2645.78	2646.67	2645.78	2646.67	49.7614	1.3348723906688065	1	0.0	0.0003326038725675051	0.0	0.40722129397229523
2646.66	2646.93	2646.01	2646.02	62.7147	1.4730698188272981	1	0.0	-0.00024559163023729624	-0.0	0.40722129397229523
2646.02	2646.75	2646.01	2646.75	32.7668	1.6997350160972928	1	0.0	0.0002758860477245495	0.0	0.40722129397229523
2646.76	2646.96	2646.25	2646.95	235.1723	1.8641014379400076	1	0.0	7.556437139877303e-05	0.0	0.40722129397229523
2646.95	2647.11	2646.71	2647.11	41.6684	1.9749619237250045	1	0.0	6.044692948492525e-05	0.0	0.40722129397229523
2647.12	2647.48	2647.11	2647.48	60.3801	2.0944776967385224	1	0.0	0.0001397750754597027	0.0	0.40722129397229523
2647.49	2647.53	2647.2	2647.42	80.9825	2.1224586935122716	1	0.0	-2.2663060721850314e-05	-0.0	0.40722129397229523
2647.43	2647.43	2647.15	2647.15	34.4502	2.0423085080660712	1	0.0	-0.00010198608456535307	-0.0	0.40722129397229523
2647.16	2647.4	2647.07	2647.07	22.7388	1.9334098402227937	1	0.0	-3.0221181270384534e-05	-0.0	0.40722129397229523
2647.07	2647.07	2645.64	2645.65	49.4468	1.510903175715157	1	0.0	-0.0005364421794663565	-0.0	0.40722129397229523
2645.64	2645.65	2645.11	2645.12	60.3207	1.0834972814459434	1	0.0	-0.00020032884168363907	-0.0	0.40722129397229523
2645.11	2645.12	2645.11	2645.12	3.2028	0.7779311810086256	1	0.0	0.0	0.0	0.40722129397229523
2645.12	2646.96	2645.11	2646.71	56.0166	0.911116391665928	1	0.0	0.0006011069441085315	0.0	0.40722129397229523
2646.7	2647.52	2646.52	2647.51	46.4326	1.1602748708301078	1	0.0	0.0003022620536439202	0.0	0.40722129397229523
2647.51	2647.52	2646.7	2647.09	37.773	1.2124724744958257	1	0.0	-0.00015863962742357351	-0.0	0.40722129397229523
2647.1	2647.37	2646.1	2646.1	32.996	1.0060151594429954	1	0.0	-0.0003739955951630458	-0.0	0.40722129397229523
2646.07	2646.97	2646.07	2646.57	170.7412	0.9534788860769368	1	0.0	0.00017761989342823803	0.0	0.40722129397229523
2646.57	2646.57	2645.64	2645.78	37.1744	0.7260518115035666	1	0.0	-0.00029849956736449634	-0.0	0.40722129397229523
2645.77	2646.2	2645.77	2646.2	7.7631	0.6536041937197297	1	0.0	0.0001587433573462249	0.0	0.40722129397229523
2646.19	2646.2	2646.06	2646.07	15.3382	0.5643907312610281	1	0.0	-4.9127050109509796e-05	-0.0	0.40722129397229523
2646.07	2646.19	2645.57	2645.57	54.7424	0.3837754548480916	1	0.0	-0.00018895947575081617	-0.0	0.40722129397229523
2645.58	2645.58	2645.57	2645.57	11.647	0.2560136258193779	1	0.0	0.0	0.0	0.40722129397229523
2645.58	2645.95	2645.57	2645.95	8.3493	0.2499789727667121	1	0.0	0.00014363634301850503	0.0	0.40722129397229523
2645.95	2645.95	2645.57	2645.57	26.2514	0.1572833940399505	1	0.0	-0.00014361571458254563	-0.0	0.40722129397229523
2645.58	2646.66	2645.58	2646.65	19.6098	0.33133872818052623	1	0.0	0.0004082296064742419	0.0	0.40722129397229523
2646.65	2646.66	2646.36	2646.4	43.103	0.3862358182159369	1	0.0	-9.445903311733339e-05	-0.0	0.40722129397229523
2646.39	2646.89	2646.39	2646.88	15.5728	0.5219737665211142	1	0.0	0.00018137847642085703	0.0	0.40722129397229523
2646.88	2647.4	2646.88	2647.39	44.899	0.7158636625490544	1	0.0	0.00019267968324965246	0.0	0.40722129397229523
2647.4	2647.4	2646.64	2646.86	43.3215	0.7149907605853514	1	0.0	-0.00020019717533104053	-0.0	0.40722129397229523
2646.85	2647.12	2646.5	2647.08	66.7821	0.7498915263590789	1	0.0	8.311735414778809e-05	0.0	0.40722129397229523
2647.09	2647.09	2645.18	2645.29	150.6392	0.36344472880955436	1	0.0	-0.000676216812487751	-0.0	0.40722129397229523
2645.29	2646.11	2645.29	2646.1	30.7615	0.2776909750773484	1	0.0	0.0003062046127266793	0.0	0.40722129397229523
2646.11	2646.11	2645.7	2645.7	31.6798	0.1267920894024428	1	0.0	-0.00015116586674734922	-0.0	0.40722129397229523
2645.7	2645.7	2645.08	2645.28	41.4152	-0.06927937041564292	-1	-2.0	-0.00015874815738736725	0.009524889443242035	0.41674618341553726
2645.28	2645.9	2645.28	2645.89	16.707	-0.06408694733727316	-1	0.0	0.0002305994072460127	0.0	0.41674618341553726
2645.9	2646.15	2645.89	2645.89	71.999	-0.05943602966090111	-1	0.0	0.0	0.0	0.41674618341553726
2645.89	2645.9	2645.81	2645.81	21.9225	-0.07292853112767261	-1	0.0	-3.0235572907377772e-05	-0.0	0.41674618341553726
2645.82	2645.82	2645.81	2645.82	7.1391	-0.07838797162639821	-1	0.0	3.7795608907043032e-06	0.0	0.41674618341553726
2645.81	2645.81	2645.06	2645.6	68.4809	-0.12925463976353058	-1	0.0	-8.315002532310878e-05	-0.0	0.41674618341553726
2645.6	2645.92	2645.59	2645.92	18.5006	-0.0900779039147892	-1	0.0	0.00012095554883595483	0.0	0.41674618341553726
2645.91	2646.8	2645.91	2646.8	152.2229	0.1324148993739982	1	2.0	0.00033258753099119076	0.019955251859471446	0.4367014352750087
2646.8	2647.74	2646.79	2647.73	31.3869	0.4843586637948647	1	0.0	0.0003513676892850093	0.0	0.4367014352750087
2647.74	2647.74	2646.28	2646.7	80.7379	0.4827660886144258	1	0.0	-0.00038901247483702495	-0.0	0.4367014352750087
2646.69	2646.7	2646.12	2646.13	20.2167	0.3467200620912081	1	0.0	-0.0002153625269202264	-0.0	0.4367014352750087
2646.13	2646.81	2646.12	2646.28	44.2017	0.28260230128853436	1	0.0	5.6686557349916455e-05	0.0	0.4367014352750087
2646.28	2647.5	2646.28	2647.5	32.8905	0.5044111283773418	1	0.0	0.00046102453255136844	0.0	0.4367014352750087
2647.5	2647.5	2646.23	2646.52	81.6356	0.42655230540276534	1	0.0	-0.0003701605288007892	-0.0	0.4367014352750087
2646.53	2647.52	2646.52	2647.24	53.7855	0.5259267821170397	1	0.0	0.0002720553783837065	0.0	0.4367014352750087
2647.23	2647.4	2647.23	2647.39	17.4037	0.6158143028314953	1	0.0	5.6662788413541776e-05	0.0	0.4367014352750087
2647.4	2647.57	2647.4	2647.57	14.7901	0.7043416451920166	1	0.0	6.799149350888989e-05	0.0	0.4367014352750087
2647.56	2647.73	2647.56	2647.73	10.0224	0.7859043090697924	1	0.0	6.04327742041999e-05	0.0	0.4367014352750087
2647.72	2647.97	2647.63	2647.96	70.3044	0.8767935672540261	1	0.0	8.686686331316196e-05	0.0	0.4367014352750087
2647.96	2647.97	2647.2	2647.21	26.1577	0.7554653099623465	1	0.0	-0.00028323690690190695	-0.0	0.4367014352750087
2647.2	2647.36	2646.19	2646.22	56.8585	0.4414816300218263	1	0.0	-0.0003739786416643298	-0.0	0.4367014352750087
2646.23	2647.27	2644.1	2644.1	409.3488	-0.24540113546891007	-1	-2.0	-0.0008011427621286149	0.048068565727716894	0.4847700010027256
2644.11	2644.11	2643.58	2643.58	78.3511	-0.8148776168250151	-1	0.0	-0.00019666427139664044	-0.0	0.4847700010027256
2643.59	2644.19	2643.58	2644.18	42.0153	-1.047663696683685	-1	0.0	0.00022696494904628217	0.0	0.4847700010027256
2644.18	2644.6	2644.18	2644.59	35.0503	-1.0932089814427854	-1	0.0	0.00015505752255906557	0.0	0.4847700010027256
2644.6	2645.4	2644.31	2644.32	57.2812	-1.163214651324779	-1	0.0	-0.00010209522080928402	-0.0	0.4847700010027256
2644.32	2644.32	2643.14	2643.26	257.0147	-1.423020934862052	-1	0.0	-0.00040085920009680365	-0.0	0.4847700010027256
2643.25	2643.26	2642.97	2642.98	59.235	-1.6323288951084578	-1	0.0	-0.00010592979880907905	-0.0	0.4847700010027256
